Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Valence,Tempo,Duration_ms,Composer
0.0,-1.445022976802638,-4.033605852591157,-0.5346719943762949,2.865572751512119,-0.30962324584671425,-0.8129948956366035,-1.3681365488320312,-0.9401585846372371,-1.9224475467587774
0.0,-0.6525439992285484,-1.4475784468486836,-0.33859984991422426,2.6214232543005527,0.011733038549966117,0.9617798495704685,1.0111181861819658,-0.4426849008764486,-0.6336289895086344
0.0,-1.4052953585155048,-1.8415149621954072,-0.4549097656200862,2.5998254331135278,-0.30054850947057105,-0.6381402409363995,-1.3134414565225383,-0.646620438383573,-0.6336289895086344
1.0,-0.5432683341829165,0.2968033437282135,-0.7085274875447443,-0.521219788472371,-0.30780713006641575,0.05139375840027674,1.0667971342491904,0.3778330681982397,0.44278450467477337
4.0,-0.06995645990574288,0.16149732208971906,-0.7263319657607904,-0.5390545497441905,-0.2897047524697388,-1.0097063821743333,-0.8361620967159202,0.36768109262725673,-0.03841026715622114
6.0,0.4599656152213965,0.5261912206825193,-0.6572086973926116,-0.5389862483540487,-0.30833324540238605,1.3814310208509584,-0.652691217449901,0.33804950991477606,0.6711740459875435
0.0,-0.47312245678850323,-0.5408901331494822,-0.6603506641366196,0.8311280179746591,-0.21566934553939907,-0.27975774958613553,1.6661474862189,0.3153531691192775,-0.6336289895086344
6.0,0.6859864725224193,0.21008075004763013,-0.5650443395683733,-0.5388345757337977,-0.31407026101947194,1.5431715764486473,-0.178582059529309,0.0034497980082044324,0.6711740459875435
1.0,2.4252863642826537,0.5780225195420315,-0.10176549453666194,-0.5390688830284793,-0.31135538012776404,-0.782395331064068,0.1533417218478846,0.35095228557427777,-0.6336289895086344
5.0,0.1159860518223844,0.18042968830317008,-0.7252846435127877,-0.16786349423265462,-0.26765480651719176,0.6601555702126165,-0.5375800937952124,-0.46897430628268333,0.44278450467477337
1.0,0.08275763826877681,0.3994589308677576,-0.6833917535926792,-0.5388287985501098,-0.30791957159458266,0.3760167563247845,1.568964400816224,-0.17377851176720818,-0.03841026715622114
3.0,1.265478687994353,0.5434707737748334,-0.38176294616789946,-0.5390687522624553,-0.10171901857133586,1.0186076123480348,-0.9005135510920457,0.3366158681748314,0.44278450467477337
2.0,-0.8227906435989384,0.05448348434104251,-0.641498863672571,-0.5151452167271153,-0.294578914210118,-1.0271918476443538,1.2849580387508104,-0.1630082781958741,0.44278450467477337
0.0,-1.4180284688675593,-2.5830959166037575,-0.6434092882849158,4.009044369524036,-0.30752206710616414,-1.368158424309752,0.4295136769535768,-0.011721782315662739,-0.6336289895086344
1.0,-1.4461482461426276,-4.99373250980416,-0.6174104519685087,3.7918586454478382,0.11336620535805954,-1.3113306615321856,0.4325016833289119,-1.1308508565716229,0.6074888746854811
2.0,-1.431660488610227,-3.4018351899207326,-0.6268363522005331,3.8995659584148905,-0.2997083446994997,-1.0418058931247367,0.48708745833199046,-1.1937877289551926,0.44278450467477337
0.0,-1.4295283905284955,-2.0973351725777083,-0.651972086152598,3.886005983562925,-0.31169838150201845,-0.9047935893542108,-1.5836738379796982,-0.4228200025173407,-0.03841026715622114
1.0,-1.4447355813264346,-2.1231917770260096,-0.694634907349373,4.036692398949234,-0.3050315833814851,-1.2851024633271548,-0.5736183658099283,-0.3177251027185243,-0.6336289895086344
0.0,-1.287115906998053,-1.2502453525103738,-0.06823246217137782,0.9519143427686698,-0.12369053246224648,-1.1102478086269507,0.8602967424318055,0.4447393361492809,0.18878332723698538
5.0,-1.3115440996039402,-1.4262075544638533,-0.5922747180164437,2.3584820317449084,-0.2997083446994997,0.22739029982961084,0.15622041091680505,-0.2583454539021924,0.44278450467477337
0.0,-1.2899651179142724,-1.2367450015152432,-0.3199709335357398,3.4286219241447666,0.11806362064271367,0.21864756709460062,1.8138351671851716,-0.5425111672809685,-0.6336289895086344
